activity,user_display_name,user_location,comment,more_info
1,Carla Rodriguez,California,"My county is Alameda County in California, USA. I noticed that our biggest climate threat is water stress. Water stress could mean anything, it is a vague and broad term. It could mean water scarcity, water quality, and the accessibility to water. It is possible that it is all of the above. I wonder how the water stress is being handled. Is there a plan for the restricted water access? This will impact me and my community because we need water and we use it on a daily basis. Our water could be poor quality with or without our knowledge, or we might just stop getting water all together. This graph is showing me that my community is in danger because of water stress, something everyone needs. My catchy headline would be, ""Where is all of our water going?!""",TRUE
1,Morgan,Montana,"This graph is about climate threats. The independent variable is the risk in Billings. The 
Dependent variable is what the risks are. The risks are 
Water stress: Medium 
Heat stress: Medium 
Extreme rainfall: Low 
Wildfire: Low
Hurricanes: No risk
Sea level rise: No risk
From looking at this I feel that it isn??t so bad as other countries close to the edges of the state.",FALSE
1,Morgan,Montana,"This graph is about climate threats. The independent variable is the risk in Billings. The 
Dependent variable is what the risks are. The risks are 
Water stress: Medium 
Heat stress: Medium 
Extreme rainfall: Low 
Wildfire: Low
Hurricanes: No risk
Sea level rise: No risk
From looking at this I feel that it isn??t so bad as other countries close to the edges of the state.",FALSE
1,Will Vance,Dallas,"I??m noticing that a large portion of the central counties in the U.S.A are very high in ??water stress??, which is the demand for water and changes in drought conditions. The Hurricane risk is very high in the east coast counties close to the Atlantic Ocean.

I wonder why the demand for water isn??t high in the areas with very high extreme heat and counties with very high wildfire risk.


My community is one of the areas under the high water stress. This is true because it gets really hot in the summer and we need water.

A catchy headline for my county? ??Our Community??s getting hotter! We need water to cool off! How the water industry is booming with demand!??",TRUE
1,Matthew Hague,Delaware,"I personally woudln't see Alaska being at risk to rising sea levels because of the cold and such, so I wonder why that is so. Also does snowfall fall under the same category as rainfall in this graph because that would explain why rainfll is also a risk in Alaska.",TRUE
1,Erica F,"Andover, Massachusetts",Catchy title: Which climate threat is a threat to you?,FALSE
1,Adam Almeghalawy,"Boston, Massachusetts","The West shows high wildfire risk the Mid-west has a lack of water, the Mid-east has high temperature, the South-east has hurricanes and the East has a surplus of water",FALSE
1,Katie,"Andover, MA",A catchy headline: Climate Threats from West to East,FALSE
1,Brody CJHS,California,"In this graph of the week, I noticed that weather, temperature, and climate are all very diverse in the USA. Both sides of the country have struggles when it comes to the climate, and they are all very different. For example, the West Coast has a high risk of fires, and also seem to have water level risks. The East side struggles more with ocean problems such as hurricanes and sea level, but also has extreme rainfall risks to top that off. The middle of the country suffers from extreme heat and water stress risks. This graph impacts me and my community in a negative way because my area suffers from wildfires and water stress. This has been a problem for a long time, and the fires do not seem to stop anytime soon. There is often smoke in the air from local fires and it is not uncommon to see people being forced to leave homes. A catchy headline for this week??s graph would be, ??USA Vs. Climate Change: The Ultimate Showdown.?? In all, the climate of the United States of America is very diverse and causes many ",FALSE
1,John Moore,NC,"The first thing I did as many Americans did, I looked at my current home state. Once I looked at my home state (North Carolina) I see that we have almost every risk, with the exception of wildfires and water stress. As someone who  lives on coastal Carolina's, hurricanes are really common, though I guess 2020 felt bad and let up a little. The north east of the state is at risk of sea levels rising. More than half of the state is prone to hurricane risk. Then the western part of the state is prone to heavy rainfall. If you look very closely, the far west of the state is prone to heat stress. To add to that if you look and go from east to west, the colors change in order which I find really interesting. The colors shift from dark green, to light green, to dark blue, to light blue, or pale orange, to full orange. This could have something to do with the way the state goes from beaches to the Appalachian mountains, but I??m no expert.",FALSE
1,Collin,CV California,"The first thing I notice when I look at this graph is that if you split the country down the middle, most of the eastern half is water related risks, and most of the eastern is heat related. What makes me wonder is some of the outliers, like one small area on the tip of Florida having a heat risk. This impacts my community because I live in California which overall has a high wildfire and water stress risk. This graph shows me where else in the country this is happening, and what other places have issues with. I think a good title would be ""How Climate Change Affects Our Communities"".",TRUE
1,Zoe,Michigan,"This graph represents the different climate threats all across the United States. I notice that from Maine all the way down to Texas there are huge hurricane threats. I also notice that more than 50 percent of the United States is at high  water stress. Water is the most important resource not just to us but to all plants and animals. It is being polluted and exploited.The huge wild fires in the west not only create a hot and dry climate but they pollute the water and air extremely. While doing this the wild fires destroy entire ecosystems. All the plants that help clean the air and produce oxygen most likely have burned during the fire (yes fires burn air and produce carbon dioxide). While the west is getting dryer, much of the east is suffering from extreme rains. Another thing that I noticed was that the very center of the states is is at the highest risk of extreme heat.

headline: No Where Is Safe From Climate Change",FALSE
1,Blake,Washington,A lot of Alaska is in an area where it is experiencing a lot of sea levels rising and I wonder why that is.,TRUE
1,Grant (CJHS),California,"I notice that there are many ""sections"" of places where most of one risk exists. There is a ton of water stress in a ton of places, so it seems that that is the most common risk in the US. Alaska seems to be its own state with a lot of the risks mixed into one state. I think that right now, wildfires and extreme heat are because of global warming, as of all the other risks shown here. Hurricanes seem to only affect the states that touch the ocean on their east coast. I think a good name for this graph would be ""USA's Impact on Themselves.""",FALSE
1,Victoria,Mexico,"I notice that the East is mostly full of Hurricanes, the southwest has a lot of wildfires, the center of the country has water stress. it looks the USA has a lot of climate risk in every place.",FALSE
1,Jack Graham,Dallas,"So what I noticed is Texas has so many droughts in the Summers that??s because we don??t get a lot of rain in the Summer and a lot of time the temperatures go up to 100-102 so the way to stay cool in the Summer is to put a cold towel on your neck. Galveston up to New York they get more rain and higher sea level rises because of hurricanes. To the north like New Mexico, Arizona, and California they get hotter temperatures and the land is very dry so if lightning Strikes there will be huge Forest Fires and Colorado",FALSE
1,Lindsey,USA,"1) I notices that the places of high risk of water stress are the places where there is no access to the oceans directly. Places that usually get hit by hurricanes every year are per usual in hurricane risk.Some places that mostly touch water like Alaska and Hawaii are at a high risk of sea level rise.
2) I wonder why in the middle of the water stress area in Utah, Uintah County has low risk for water stress when all area around it are at high and very high risk.
3) The impact this has on my community is that it lets us know what's going on in our county and what we should be prepared for.
4) This graph is showing the specific issues in each region. ""Do you know your region for the season?""",TRUE
1,Chase,"Cicero, Indiana","What do you notice? I notice that weather seems worst with temps true hurricanes and much more disasters.

What do you wonder? I wonder if Theers a way to stop the disaster storms from coming.

This has a impact on our state because if we get to much heat or cold it can get bad for food that grows.",FALSE
1,Rishabh,California,"I noticed that the western side of the united states has more wildfires and heat, but also has extreme rainfall. The middle has water stress and the east has extreme rainfall and hurricanes. This shows that the climate zones are distinct across different regions. A title would be ??Saturated Climate??",FALSE
1,Aidan S.,Granite Bay,"I notice that a majority of the United States suffers from extreme heat and water stress. In some areas, leading to an increasing amount of wildfires. On the east coast, there is a high hurricane risk and extreme rainfall. I wonder how some counties have extreme rainfall even though the county right next to them has water stress. This could impact my community in California because with the high wildfire risk there is a large importance on wildfire prevention.
A catchy headline could be: 
How climate change could affect your community.",TRUE
1,Anika,California,"I noticed that the center of the country that isn't touched by ocean is dealing with a lot of heat-based conditions. The coastal parts of the country have more water-based conditions they are dealing with. There are some exceptions though. California is touching an ocean and they are dealing with wildfires. I wonder how some counties in the middle of heat are dealing with extreme rainfall. This has an impact on me because I live in California and the wildfires are very serious. Even through all of this, some neighboring cities are dealing with a lot of rainfall. A good title for this graph could be: ""Complicated Conditions of Climate Change""",TRUE
1,Bella,"Dallas, TX","1. I noticed the majority of the country has some degree of water stress. This is especially present in the mid- southwest.
2. I wonder how extreme rainfall negatively impacts the counties. 
3. Dallas county suffers from water stress so I am assuming the frequent fluctuation in temperature causes the need for stronger water demand. 
4. The graph shows data of each individual county in a visually appealing and easy to read way. 
""The Colorful World of Climate Change""",TRUE
1,Geno R.,"New Haven County, CT","1. - I noticed that there is a very high probabilities of hurricanes and also water stress around the whole united states. 
2. - I wonder why there is a lot of wildfire risk on one whole side of the country but no even a little on the other side. 
3. - The impacts is that we are in a minor drought and we don't have to much water but there are high probability of it down pouring and hurricanes... 
4. - The Crazy Effects From Climate Change",TRUE
1,Jason,Texas,"1. I noticed that half of the US has some sort of water stress while the other half worries more about dangerous natural Disasters.
2.I wonder how exactly each district was surveyed in order to find out what climate risk each one has.
3. Well my community is one of many communities under water stress which could lead to shortage of water that we use.
4.This image shows each communities largest climate problem. Title "" Community at Risk""",TRUE
1,Noel,Colorado,"i notice that Texas has a water stress going as well as Los Angeles and wildfire are still happening but its went a little bit down. I wonder if how Colorado,Pueblo,and Jefferson county are having water but not a lot of rain like Ohio. this has a very big impact on me and my community because now i realize that Colorado is having some water problems going and i dont know how people would react to this bad thing going on in Colorado and pueblo.whats going on the graph is how between LA  and barber county theres been a lot of water problems going on aurora there: global warming is real and how its affecting the hole world in crazy ways.",TRUE
1,Dante,"New York County, N.Y.","I notice that in New York County, N.Y. the sea levels are rising I wonder why is it mostly the east and not the west catchy headline NYC GOING DOWN WATER LEVELS KEEP GOING UP",TRUE
1,rojelio,United States,"I noticed that most of the U.S. is in water stress.
I wonder if it would affect it by wildfires.
It could affect our state by bringing wildfires.",TRUE
1,Rosie,Boston,"I notice that there's a very high risk of hurricanes along the east coast. I wonder if that's because we are mostly surrounded by water. This is impactful because most of the states have high water stress, there's not much water, which can lead to droughts. A Catchy headline would be The effects of Climate change throughout the United States.",FALSE
1,Andrew,GB,"I notice that the coasts are wetter. I wonder why the middle gets a lot less water. In my area, there is a lot of rain which helps the plants. and for a title, I would say, Are you getting enough water find out now.",TRUE
1,Trent.C,Granite Bay,"I notice that on the east coast there is lots of rainfall and the weather is a lot cooler. A little bit west, there is extreme heat. In the mid west there is very little water. In the west near California, there is lots of wildfires. The weather is very different all throughout the U.S. I wonder what causes all of these.

I  thing a good title for this graph would be ""Weather across the U.S.""",TRUE
1,Clare H.,California,"I notice that the map has color sections, meaning that most of the country is separated into risk sections; the west having wildfires & water stress, the midwest having extreme heat, and the east having extreme rainfall and hurricane risks. I also notice that the west and east have completely different climates. The west coast is prone to fires, heatwaves, and extreme rainfall. The east coast, on the other hand, is prone to extreme rainfall and hurricanes. Though they're obviously so different, they're not that far away, and it is fascinating how something only 3000 miles away can have a completely different climate. I wonder why most of the midwest suffers from droughts & water stress. Though it is expected with climate change, I wonder what exactly makes such a difference. I also wonder why some areas of the color ""sections"" have different climates mixed in them. Look at California, for instance. They have a small section of extreme rainfall risk, so I wonder why they have rainfall, of all things, next to w",TRUE
1,Dr. S,Granite bay,"The first thing I notice is that in the west coast their is a relatively a high risk of fires. To add on, in California, there is extreme risk of rainfall,  water stress, and high risks of fires. This effects the people who live there, including me, since, every year fires come around and destroyed hundreds of thousands of homes. Furthermore, the majority of the country is at risk for water stress risk. I also realized that Florida is the only place on America that has a risk for hurricanes. Overall,approximately a dozen of states have token a huge toll on Heat stress in the South. A catchy headline would be ""A huge range in climate change"". I also wonder if the states with low risk level will increase overtime in 20 years or if we can prevent these risks from occurring over and over again. -Dr.S, Signing off",TRUE
1,A.D.,Granite Bay,"I notice that there are going many wildfires on the west coast, and on the east coast there is going to be rainy weather. I also notice that my state has a major risk of wildfires. I wonder how the 5 counties in California have heavy rainfall risk while more than half the counties surrounding the five counties which have heavy rainfall risk have wildfires. The impact this graph has on me and my community is it shows how many counties from my state have natural disaster coming their way.

A catchy headline could be: ""Natural disasters caused by climate change.""",TRUE
1,MF (CJHS),Granite Bay,"What I notice on this graph is that most of the US from Southern California to Minnesota will have high amounts of water stress. I also notice that almost all of the Gulf Coast and East Coast have a high hurricane risk. And lastly, I notice that from Central California to Central Oregon have a high risk of wildfires. I wonder why a large amount of the US is at high risk for water stress. An impact this has on my community is that it will have to adapt to these changes and will have to prepare for the challenges the changes create. I believe a good title would be ""What threat affects you?"" because the graph is showing what threat is affecting every country/parish/region in America.",TRUE
1,SBC,Sac,"I notice that around the state, California, the risk for wildfires is high. In the mid-region, water stress is most likely to occur.  In the meanwhile areas like Louisiana have dangers for extreme heat. To add on, I also notice, in the southeast, there is a chance of hurricanes occurring. As well in areas like Pennsylvania, they will most likely experience an enormous amount of rainfall. I wonder what might be the cause of this climate. It impacts me because, in my area, I will witness smoke, which is unhealthy. I will also experience the chances of moving to a different location. 
Headline: Drastic Measures, Drastic Weather",TRUE
1,Jason Y.,Connecticut,"1. 
i notice that in various area in the U.S. climate change have very effective damage toward certain states
2. 
i wonder if the states with low risk level will all increase over the years and how it could cause major damage. Mainly the high water level rising that could fluid a whole state.
3. 
this doesn't have an impact on me because the area im in has high risk of hurricans but we haven't had one that was very bad.
4.
The dangers of climate change.",TRUE
1,Savannah,Maine,"I noticed that a majority of the country is at risk for water stress. TThe east coast is at a greater risk for hurricanes, sea-level rise, and high rainfall. I wonder why there are a few states that have one county that is at risk for extreme rainfall but is surrounded by counties that are at high risk for water stress. There are a few examples of this with extremes on opposite sides within the same state. I noticed this has an impact on my community because most of our state is at risk for hurricanes.",TRUE
1,Wade,Granite Bay,"I noticed that on this graph the west side is at risk of more fires, while the east coast is going to have more rain. I wonder why one coast has fires, while the other has rain? If this was due to the ocean, then that wouldn't make sense because they both have oceans, so I really don't know why. This affects me and my community because I live in California, so there will be a higher risk of wildfires. I think a good title would be, ""What will be happening with America? Fires and hurricanes in the coming season.""",TRUE
1,Suanny Cartagena,Connecticut,"1. In the graph shown i noticed that there is more water stress than any of the other shown. i also noticed that climate change is affecting almost every part of the united states and in some areas the risk is more higher than others. 

2. i wonder what we can do to decrease some of these problems. 

3. the impact that this has on me and my community is that my community can be in danger and this can cause deaths and destruction. 

4. A catchy headline that captures the maps main idea would be The Natural Disasters or The Real World Problems.",TRUE
1,Caroline,connicuet,"1. It has high water risk
2. I wonder what the water risk was about
3. Is the water risk about something dangerous
4. Is the water risk like a storm",TRUE
1,Joey B.,Connecticut,"1. I noticed my country is at high risk of hurricanes.
2. I wonder why the east coast has a higher chance of having a hurricane.
3. My community is at risk of hurricanes.
4. U.S. Hurricane Zones.",TRUE
1,Sara Tatroe,CT,"I've noticed that the map contains the knowledge of mine and other states among the U.S, I've also noticed my state is quite a high-risk hurricane state and low with about everything else. I wonder how they got all this data and if hurricanes in the past 100 years were as high-risk as they are now. This affects me and the people that live in my community because not too long ago we suffered from a hurricane and a lot of people were out of power and their food went bad, some can't afford that and others might not have had any. Replacing all of the food might have taken a toll on people and not being able to sleep with the hot weather was enough torture for some. While looking at the map I came up with a catchy name for it, how about ""The Map of Wonders"" I chose this because before and after I saw this map I wondered how'd this affect people that didn't live with the same problems in weather that I and my community have.",TRUE
1,kevin,new haven county,i notice that the map is very different through out the us. and i wonder if the weather on another state will be the same in connecticut. it impacts my community because reports of weathers made in any other state will not be the same here. in this graph you see that many different part of the us have very different type of weather.,TRUE
1,Suanny Cartagena,Connecticut,In the graph shown i noticed that there is more water stress than any of the other shown. i also noticed that climate change is affecting almost every part of the united states and in some areas the risk is more higher than others. i wonder what we can do to decrease some of these problems. the impact that this has on me and my community is that my community can be in danger and this can cause deaths and destruction. A catchy headline that captures the maps main idea would be The Natural Disaters or The Real World Problems.,TRUE
1,D'Onna,Connecticut,"1.) I noticed that the state I live in is a high risk hurricane zone
2.) I wonder why the east coast has all the hurricanes 
3.) My state can be very damaged and other places can be more damaged than others. 
4.) the map shows the risk and changes climates around the U.S",TRUE
1,Joseph kuskowski,"New Haven County, CT","1.I noticed that I live in a high risk zone for water stress and hurricanes.
2.i wonder if these high risk zones will go away or at least decrease in the next few years.
3.Water stress will make it very hard for us to get/grow food, but it will decrease the severity of hurricanes since there is little water.
4. ""The Natural Disaster Master"" It shows your risk of these climate change disasters.",TRUE
1,Isaac C.,"New Haven County, CT","!. I noticed there are  alot of hurricanes in my area
2. I wonder how it will effect my area and others
3. My community could have severe damage if the hurricanes hit hard
4. Wild fires and hurricanes across the U.S",TRUE
1,Mia H.,"New Haven County, CT","1. I noticed that the majority of the map is covered in yellow, indicating a high water stress risk. 

2. I wonder what we can do to lower the amount of water stress, If possible. 

3. I've noticed that my location specifically is at high risk of hurricanes, which led me to be baffled because I never would've thought that we'd be at risk of hurricanes. Mostly you only hear of Texas really, and the South being at risk, not much the North. This would easily cost us a lot of money to fix all the damage done by the hurricane, had it happened.

4. At first, this graph looks intimidating. Especially with all these words thrown at you, It makes you really think about the environment and the impact we've had on it. But, in this graph you have indications of water stress, wildfires, extreme heat, hurricanes, extreme rainfall risk, etc. A heading I would give this graph is: ""Climate Risks In the U.S""",TRUE
1,Gianna R.,"New Haven County, CT","I have noticed that Connecticut has a very high risk of hurricanes. It's more towards the northeast side that is at a high risk. I wonder when another big hurricane will come as well as getting to experience another one. Since we are more prone to get hurricanes, many things can get ruined by the hurricanes in a blink of an eye. Overall this graph shows the high and low risk of getting hurricanes. The county i am in is at a very high risk on hurricanes",TRUE
1,Carson,GB,"When I look at this graph I can see that in the middle of the country, I can see that it has high water stress. When I look at the lower east coast I notice that it is the only place with hurricane risk. Another thing I see is that where I live is one of only three states with fire risk.  The final thing I see is that Alaska is the only place where sea level increase is a problem.",FALSE
1,Jacob Fernandes,Beacon Falls CT,"1. The labels are really clear and specific
2. there are hurricanes where I live.
3. There are  labels for more than just the states
4.shows different weather in different areas",FALSE
1,Ben,R,"I believe that this graph shows the importance of our climate. I believe that the  preservation of our climate is important, for the safety of us as a whole. I wonder if the climate got any worse what trouble would we be in? Is this related to the COVID-19 pandemic? Will the risk decrease?

Title: Environmental impact of Covid 19?",TRUE
1,David C.,CT,"1. I noticed that my county was at a high risk for water stress. 
2.  I wonder what was the cause of the water stress?
3. The impact this has on my community is that water is something very important that people need and we also have a lot of people.
4. The graph is showing all the risk of where you live in the u.s",TRUE
1,Edward S.,"Ansonia, Connecticut","1. I notice that we have a huge risk for storms/hurricanes, the water stress level is very high, and we have medium extreme amount of rainfall. 

2. I wonder in the future if wildfires will ever start in Louisiana or Florida

3. it impacts my community by making the swamp in my backyard overflow and it wrecks the grass

4. ""The water scale risk map""",TRUE
1,james,"new haven county, CT","1.  high risk of hurricanes.
2. high water stress risk
3.  high risk of getting a hurricanes and getting damaged 
4. The graph shows different parts of the state with different risks of weather",FALSE
1,Delia M,"New Haven County,CT","What do you notice?
I noticed that all of the counties in CT are at a high risk of hurricanes.
What do you wonder?
I wonder when will we all have a really bad hurricane.
What impact does this have on you and your community?
The impact can hurt me and my community really badly meaning if we can't leave houses to go to jobs because of trees then it will be hard to get money and if we have no power then students can't do school work.
What??s going on in this graph? Write a catchy headline that captures the map??s main idea.
A good name for the graph would be ""What is the climate risk in your county?""",TRUE
1,Davius I.,"New Haven County, CT","1. I noticed that my state is in the zone for high risk of hurricanes.
2. I wonder when my state will experience the next hurricane
3. My community can is at high risk of getting a hurricanes and getting damaged 
4. The graph shows different parts of the state with different risks of weather",TRUE
1,John V,"New Haven County, CT","1. I notice my country is a high risk hurricane zone.
2. I wonder how bad the damage for our next big tropical storm/hurricane will be.
3. This impacts my community by us having big clean ups and losing power. We have had pretty significant damage, and have lost power for more than 2 days at a time.
4. This graph shows all of the weather issues in the country. 
""These weather disasters are causing major suffering in America.""",TRUE
1,Jadyn Z.,Connecticut,"1. I notice that as you go more to the southern part of the us, the climates gets warmer and dryer. 

2. I wonder why places like CT and NJ are currently in a drought while also in hurricane season. 

3. This graph impacts my community and I because it shows how other areas are suffering with forest fires and droughts. 

4. A name for this graph could be Weather in Countries Across America.",TRUE
1,Shaian O,Connecticut,"1) I noticed my country is in a high risk of hurricanes
2) I wonder what will my country will experience a hurricane
3)   Its impacts a lot of damaged to my country
4)  This graphs shows different risks for the states and  Crazy Hurricane, Wildfires, Water stress, and exc risks.",TRUE
1,Winter W,connecticut,"1) I noticed that almost the entire east and south east coast is at high risk of hurricanes 

2) I wonder why the bottom of Florida is so hot in comparison to the rest of Florida and the south eastern coastline 

3) The impact on me and my community can be either very devastating or almost a good thing because The hurricanes could come up here and destroy a lot but what happens most of the time is by the time the hurricane gets here it is just rain and wind which could be helpful considering we are in a drought right now 

4) Rundown of the U.S weather",TRUE
1,Victoria L.,"New Haven, CT","What do you notice? 
   I noticed that this graph does include a lot of climate conditions 
   that are greatest at risk to different counties. 
What do you wonder?
   I wonder if the information and data would change throughout 
   the year, during different seasons, or if this is just an average.
What impact does this have on you and your community?
   This gives us a basic knowledge and awareness of what goes on 
   in our surrounding towns. It's important to recognize these 
   things for just basic safety.
What??s going on in this graph? Write a catchy headline that captures the map??s main idea.
   ""Climate Risks of every County."" It's a simple and generic 
    headline that is easy to understand what the graph and article 
    is about.",TRUE
1,Sean Hollis,"New Haven County, CT","1. I noticed that my country is in a high risk hurricane zone
2. I wonder when we will actually experience another hurricane
3. My community can be easily damaged by these hurricanes
4. The graph shows different risk for my community and others
Hurricane Zones Shown",TRUE
1,Moises Beltran,Connecticut,"1. I notice most of the east coast is at risk of hurricanes
2. I wonder why it's mostly just the east coast
3. This means my community is at high risk for a hurricane
4. This graph shows the U.S.'s weather in each area",TRUE
1,Brooks HP,North Andover,This graph is showing how the climate in different areas affects the way that area is affected by natural water. For example the midwest is at a high risk for extreme heat and water stress but at a low to no risk of flooding because it is not on the coast. I wonder how there is such a quick shift from extreme rainfall to extreme heat especially when extreme heat normally means there is not a lot of rainfall or water in general. My community is at risk for lots of rain and hurricanes but since we are more north we don't experience many hurricanes.,TRUE
1,BrooksHP Alex,North Andover,"This graph is showing how certain areas of the country will have which risks due to the climate. The greatest climate risk where I live is hurricanes. Droughts pretty much cover the majority of the midwest, with wildfires and extreme rainfall also there. Hurricanes and sea-level rise have the highest chance of impacting the east coast.",FALSE
1,BrooksHPLana,Massachusetts,"In this graph I notice that it shows the impact climate change will have in certain areas regarding water. Near California and Oregon, where the climate is hot and dry, wildfires have become more common. In the middle of the U.S., water stress/droughts are becoming more frequent. On the east coast, hurricanes are more prominent. Also, if you hover over the map, it will highlight a specific county in that state. Not only that, but it will also give the other risks that that county has. So although one county is high in rainfall, it can also be in a rising sea level as well.",FALSE
1,BrooksHPJeffrey,North Andover,"In this graph, I notice that the impact of water is being displayed in different areas. The east coast is dealing with tons of rain while towards the mid and western areas are dealing with drought and wildfires. The biggest area of drought is in the midwest area which stretches across 20+ states some of which are also dealing with extreme heat. The graph is also organized by counties in each state. My county is dealing with heavy rainfall.",FALSE
1,BrooksHPSylvia,North Andover,"This graph shows how climate change will impact certain areas of the United States. More specifically, the resource that the graph is talking about is water, so it shows the impact of water in each particular region. 

It is organized by county, so that you can scroll over each county to see if that county is at risk of rainfall, hurricane, heat stress, sea level, etc. 

The impact on my community is that Essex county is expected to have high hurricane risk, medium water stress risk, medium extreme rainfall risk, medium sea level rise risk, low heat stress risk, and medium wildfire risk. 

I wonder how they made these predictions and what information it is based off of.",TRUE
1,BrooksHPCaroline,North Andover,"I noticed that the most common issue is water stress, covering most of the mid-west. As you go even further to the west, Wildfires start to become more of an issue. On the other side towards the east, we have extreme rainfall and high hurricane risk. In my community, the biggest concerns are the hurricanes and their severity. This graph shows how drastic the differences in climate change are throughout the states. It demonstrates how we need to do something about it before it gets worse.",FALSE
1,Yair Renteria,"Dallas, TX","I notice that there is a climate risk everywhere in the US.
I wonder why some areas so close to eachother have such different climate risks when it doesn't seem logical.
This impacts my community because knowing our climate risk (water stress) can affect our needs we purchase, and precautions we should take. 
A title for this graph should be ""Extreme to Extreme, we all got risks""",TRUE
1,BrooksHPAdiH,North Andover,"I noticed that one of the biggest impacts that climate change would have in America would be Water stress. Among the other important issues, one can clearly see upon analyzing the graph that water stress is the one that affects the most amount. I wonder why this is, and also why the east coast especially is largely unaffected. It will affect our community because everybody else in the country will be suffering in some manner. Luckily enough, our area is in the green.",TRUE
1,BrooksHPNidhi,North Andover,"I notice that the west half of the United states is facing risks of wildfires and eastern half faces hurricanes and flooding issues. I wonder when these risks will affect me. This impacts my community because the main risk is hurricanes. This map shows climate change in the United States. You can hover over different counties to see what the climate risk is, and it is organized by color.",TRUE
1,BrooksHP Diego,"North Andover, MA","This is a graph measuring the amount of water in different places or the chances for things like wildfires or hurricanes to happen. For example for places in the middle of the country the rest of rising sea levels is very low but the risk for extreme heat or wildfires is higher. In costal areas, especially on the east coast, the hurricane risks tend to be higher.",FALSE
