course_id,course_name,forum_id,forum_name,discussion_id,discussion_name,discussion_creator,discussion_poster,discussion_reference,parent_id,post_date,post_id,post_title,post_content
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3577,4513,16374,15/10/22 22:40:09,19816,Re: Not much comparison..., As far as which activity on it's own is the best for teaching  then I mostly agree that the Pepsi Coke challenge is the best  but the thinking doesn't stop there:  The first task is pretty close to what a professional statistician does all day. We are generally given predefined models and asked to plug in data and analysis the results. This practical experience is pretty valuable. The familiarity gained by plugging in the numbers is valuable  so is familiarity in applied statistics with seemingly scary equations. Many students need confidence which is achieved in this simple exercise. Also  in todays' classes we don't seem to be doing the large amount of repetition that I was subjected to when I was young  and that repetition was key to my ability to recall the skills decades later. Finally  there are plenty of questions that can be explored in the setup of the problem  with opportunity to critically think. Again  as this exercise is pretty real-world  the critical thinking and questioning is extremely valuable.   The Coke Pepsi Challenge has been covered by numerous others  I agree with most--especially with the trouble of how much time is involved.   Television time is short  sweet and loaded with learning. As someone above said  polling themselves would add to this exercise  as would questioning why there is a difference and how we could go about finding out. I also think the graphic is awful  having the students experiment with different ways at displaying the data would also be very real-world. Much of real world statistics has to do with displaying data to non-statisticians  and how to show a story with data that is lacking. This exercise offers a lot of discussion topics.  So  I'll agree  mostly that there isn't much of a comparison  but I think practically the race is closer than we are giving credit to. Sometimes the best learning is in the bad examples  rather than in the good ones. I'm all for teaching  but I'm also for hands on experience that actually means something.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4664,4513,16374,15/10/23 02:05:23,19852,Re: Not much comparison..., I agree.  I'm now thinking about doing something similar comparing name brand products with store brands.   I'm not sure what yet - something that won't get spilled (I'll be teaching in an auditorium) - perhaps tortilla or potato chips. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,6286,4513,16374,15/11/05 02:16:49,21975,Re: Not much comparison..., Yes  it is certainly a great activity. It involves the students and allows them to generate their own data. It might be important to distinguish between nominal and continuous data for this exercise and how we determine confidence intervals based on the type of data.  The other exercises are also good in that they apply other concepts. This exposes students to different analytical tools also in a real world application. I always like modeling and predicting based on actual data.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3400,5009,16480,15/10/06 22:10:59,16961,Re: Not much comparison..., I agree that Pepsi vs Coke was the best task. I feel that if and when I conduct this task with my students  that I will have them propose their own method of figuring out what is the best method to use. I still would give them the option you presented but I would encourage them to think outside the box and do it their way as long as they use statiscal methods. This way I can get a better understanding of how they think and analyze situations or tasks.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4191,4963,16597,15/10/05 21:51:56,16616,Re: Not much comparison..., This was by far the most relevant and interesting topic to the students.  I agree with the notion that the students could experience the range of pose  collect  analyze  interpret with this project.  The collection is fun  interesting  and engaging and I feel that this experiment can be capable of as much rigor as task 1 dealing with MPG  which I thought was the second most meaningfully engaging task.  Here  is where I really feel is the key  the students are more apt to participate  make the learning their own  pair and share with the Pepsi vs Coke challenge.  That alone would make it the most meaningful task to engage the students in the subjects  and then everything else is icing on the cake.  Pose the question on who can use their data  how these experiments are done in the outside world  who would pay for this data.  Let the collection phase be fun  exciting  and a treat for the students.  Analyzing and Interpreting the data can allow for as much rigor as is called for  the experiment can be modified for Middle School as well as High School students.   
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,5776,4963,16597,15/10/06 14:08:19,16819,Re: Not much comparison..., It also probably connects better with their experiences than the car problem does. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3452,4963,16597,15/10/16 14:31:41,18800,Re: Not much comparison..., I agree with you.  I cannot wait to try this activity with my students later in the semester. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4814,4191,16616,15/10/05 23:38:33,16639,Re: Not much comparison..., I think one of the hardest things for us at High School level is getting suitable investigations that allow students to collect their own data.  There is so much data out there to give to students to analyse so this task is quite nice in the way it uses data the students have gathered themselves from a task they would no doubt find enjoyable. In terms of marking students work  it's so much easier to have the numerical 'answers' and know what the data is going to look like when you have a set of data you have given the students (as opposed to them collecting it themselves)  so I wonder if this is partly why some tasks steer clear of allowing students to collect their own data...  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4733,4191,16616,15/10/06 00:30:24,16654,Re: Not much comparison...,"I agree with voting Coke versus Pepsi as the most (1) engaging (2) personally and culturally relevant (3) data investigation in which students complete the entire investigation cycle  and can meaningfully draw conclusions from their data. It would be an interesting extension to have students look through a few of the most common \mistakes\"" of Coke versus Pepsi challenges in the past (putting one in a red versus blue cup)  and have students analyze the relative ease with which we can accidentally allow confounding variables into our investigations. I also liked the TV Hours Watched activity (which may have involved students collecting their own data  or could be an extension); because it leads with meaningful questions  and leaves open the relevant statistics that students should start. Open-ended data sets allow students to think critically about the average  spread/variability in the data  and possibly work to think-pair-share - / brainstorm how and why these TV-watching patterns are different  leading to good followup questions. This activity could be extended to investigate similar questions in small partner-teams  moving students throughout the entire investigation cycle."""
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,5527,4191,16616,15/10/06 01:20:29,16687,Re: Not much comparison..., It'all said really well by everyone above. I definitely agree that it is the best task here  and students should definitely pose the experiment themselves because that is a great way to review the whole entire statistical design and review before the AP exam or final exam.   The only issue that I have with these things is the time issue in a class. It can become very easy for a teacher (like myself) to feel the crunch of time  and just throw data at them to do problems because it is so easy. I really want to make sure to use activities like this to really engage my students. It is a simple and easy way to look at a problem. It is something that I am striving to do and get better at. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4409,4814,16639,15/10/07 05:57:04,17048,Re: Not much comparison..., When students are provided data  they are bored and indifferent to it because they view it as another imposition to them. On the other hand  when students are asked to seek out and generate their own data  they also don't like to get off their seat  overwhelmed by the tasked  not knowing where to start  or how to start. Worse still  not wanting to go the extra distance to accomplish something. However  the exercise of the Coke versus Pepsi comparison  this is a perfect example of simple but effective way of generating interest from students. Several of their senses are utilized and they feel confident doing the exercise because of its simplicity. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3814,5527,16687,15/10/06 16:59:54,16865,Re: Not much comparison..., I agree that the time is an issue with this particular test. I am also wondering if the actual soda in the investigation could overshadow the statistics and the data analysis in the task  especially if there is not a lot of time.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3231,4409,16754,15/10/06 12:11:20,16778,Re: Not much comparison..., I love the Pepsi vs Coke activity. I already do an activity similar to this when in our probability unit. However  I loved adding the confidence interval aspect to it. I agree that if students can collect their own data they will get more out of the lesson than the teacher providing the data. You could add to the activity by letting the students do other drinks as well. My students in the past  have done powerade vs gatorade in similar flavors. Sprite vs Sierra Mist  Nesquick chocolate milk vs store brand. Letting them have the choice of what they drink too engages them in the activity.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4921,3231,16778,15/10/07 01:43:09,17015,Re: Not much comparison..., This activity has a built in reward : drink of a popular beverage which  should  help generate enthusiasm   at least for the experimental part. It is also well that the materials are cost effective  and the whole set up (maybe with 4 groups working simultaneously) can be completed within one class time. Lastly  the study fulfills the components of a statistical task.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3709,3814,16865,15/10/10 23:06:32,17691,Re: Not much comparison..., Time was my major concern as well  I cannot imagine actually using this task.  I also teach in public health so a soda taste test wouldn't be very popular!  I'm sure there is a better way to generate a similar dataset within a class (to solve a genuinely interesting question) that wouldn't be so time consuming or unhealthy.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4861,3400,16961,15/10/07 14:26:11,17105,Re: Not much comparison..., I was thinking the same thing.  If I was doing this with say an AP class  I would want them to design their own experiment to carry out and maybe analyze how their results compare to a group that designed their experiment differently.  Overall  this was by far the best activity  the other two looked more like practice worksheet questions. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,6060,4921,17015,15/10/26 20:30:14,20421,Re: Not much comparison..., Sometimes we find it difficult to do some fun activities in maths classes. I think this is a break from normal routines where students can get excited and more engaged. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4346,4409,17048,15/10/07 11:48:29,17067,Re: Not much comparison...," I think that these type of \data-ready\"" examples give the students a template for analyzing the data but that they don't provide guidance for how to gather the data.  Those of us who have done if for a long time think  \""Oh  that's easy.  Just go do it.\""   But for someone who has no starting point of reference for gathering data  just go do it can be an insurmountable hurdle if no one takes the time to show them how to do it.   Hopefully  the later units will provide ideas for helping students with the \""how to gather data\"" question.  I teach graduate students and even graduate students are stumped by getting started with gathering data.  This suggests to me that middle school and high school students may have an even greater barrier. """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,5048,4861,17105,15/10/11 14:05:31,17762,Re: Not much comparison..., 100% on board with the Pepsi vs. Coke experiment being the best one. With my academic classes  it's all project based so this fits in perfect. Gets them moving and working together! I would have my AP class design their own experiment too.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4346,4854,17414,15/10/09 16:16:14,17531,Re: Not much comparison...," I have had the same discussion about why calculate by hand when computational tools are available.   My graduate level applied stats profs always said  \Just use the computational tools  already!\""   I wonder if the same holds true for middle school and high school students who don't have the same level of mathematical background?   At some point  students do need to understand the mathematical steps underlying the computations in order to be able to troubleshoot and correct errors. """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4147,4854,17414,15/10/09 19:51:24,17560,Re: Not much comparison...," I agree that Pepsi v Coke is the best activity for giving students experience with all parts of the investigation cycle.  However  I do think that there is value in occasional activities similar to the Car Weight/Mileage -- the value that I see is not in the mechanics of the calculations  but in seeing relationships between the various quantities (in this case  between the slope of the regression line  the standard deviations  and the linear correlation coefficient).  I remember when I was learning about correlation  it seemed very odd to me that a weak correlation almost always went with a fairly small slope -- why is it so rare to have a weak correlation with a steep slope?  Then  when I encountered the formula given in this activity (b = r * s_y / s_x)  it made much more sense.  Like you  I like to have my students calculate a standard deviation by hand once or twice (with very small samples) because I do think that performing the calculations gives them a sense of what the standard deviation tells them about that sample.  After that they are free to use technology.  Perhaps the <span style=\color: rgb(51  51  51); font-family: UniversRoman  Arial  sans-serif; font-size: 14px; font-style: normal; font-variant: normal; font-weight: normal; letter-spacing: normal; line-height: 20px; orphans: auto; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; widows: 1; word-spacing: 0px; -webkit-text-stroke-width: 0px; display: inline !important; float: none; background-color: rgb(255  255  255);\"">Car Weight/Mileage activity could be improved by having students collect their own data outside of class  use technology to find the values of r  b  s_x  and s_y  and work in class to (among other tasks) try to figure out the relationship on their own.</span> """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4258,4854,17414,15/10/11 21:43:55,17842,Re: Not much comparison..., I will say with the dotplot  although data is given  it does leave a lot of wiggle room for students to decide which calculations to make.   
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4956,4854,17414,15/10/12 14:19:10,17976,Re: Not much comparison..., I don't understand why the students wouldn't collect the data for the dot plot one.   But more importantly  I don't see why whether the two classes are different is an interesting question  unless we know something about the two classes such as that they have students in different grades. TV hours is a good ratio variable to collect in a survey  but you need to have an actual statistical question/hypothesis. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3304,4346,17531,15/10/09 17:05:11,17544,Re: Not much comparison..., Hi Everyone   This is a good question.  When I took Stat 508 at NC State many years ago  we used a small scientific calculator and did the calculations manually.  I know that has changed.  We have some experts  so we should ask them.     Annette 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4513,3304,17544,15/10/12 11:56:05,17949,Re: Not much comparison...," This is the question we always come to: \Do we want students to understand mathematics or do mathematics?  For the majority  I would prefer they understand concepts.  Yes  we need to still expose students to manual calculations  because we want some students to follow in our footsteps and continue adding to statistical/mathematical knowledge  but for the vast majority  I want them to have the ability to make informed decisions... """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4726,4147,17560,15/10/09 20:09:36,17563,Re: Not much comparison..., The Coke vs Pepsi activity certainly engages the students in more parts of the investigative process.  But notice all the prerequisite skills it requires.  Not that that's bad  but it means having already covered things like confidence intervals and hypothesis testing.  Another drawback that I see is that it doesn't require students to pose their own question or design their own experiment.  Perhaps there could be some brainstorming activities as a class before handing this activity out.     I think there is a lot of merit to different statistical tasks that focus on only portions of the cycle.  I think it's ok to maybe have a day to brainstorm how to just pose a question.  Then another task the just focuses on how to gather data.  The other two tasks were mostly analysis  but there is certainly merit in having some tasks that only analyze data as well.  Of course we should have some tasks that integrate all 4 parts of the cycle  but I would argue that we cannot make every task that way.  So if the goal is to teach the analysis of the data  the other tasks are just fine.  If the goal is to engage in more of the cycle  then Coke vs Pepsi does that  but it still lacks the whole cycle.    
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4258,4726,17563,15/10/11 21:42:14,17841,Re: Not much comparison..., I like your idea of focusing on portions of the cycle. We can't do investigations every day  but it is important having discussions about data collection and posing questions. I feel like maybe a reasonable goal for me is to have an investigation that does all 4 at the end of each unit  after we have covered the key topics and had different days discussing parts of the cycle. That would be a great way to summarize all of the main ideas while keeping the students thinking statistically.   
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4513,3709,17691,15/10/12 11:51:16,17948,Re: Not much comparison..., You could check brands of orange juice. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4344,3709,17691,15/10/29 12:47:06,20790,Re: Not much comparison..., I have used a similar task comparing bottled water versus tap water  or two brands/types of bottled water and it worked pretty well. Sometimes it was interesting to see where students could not tell the difference between tap water and bottled water.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4044,4513,17949,15/10/13 14:04:44,18243,Re: Not much comparison..., I could say that we all agree that we want our students to make informed decisions.  In my opinion  this is the reason why we liked the Coke vs Pepsi task.  It helps us in engaging our students and think outside the box about different factors that might affect their results.  I notice that there are disagreements on letting students do these task or ask them to do their own.  I think this task should serve as a guide for students to engage in designing their own experiment and compare their decisions to their classmates decisions and discuss how they would do their classmates experiments different and the factors that might affect the results. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,4218,5733,19106,15/10/21 01:54:38,19571,Re: Not much comparison...," At the risk of contributing to an echo chamber effect  Pepsi v. Coke is the better activity  <i>though</i> I can't help but think about how we would scale up the activity  how we could bring up discussions about market research and \steered\"" data collection  and how presentation is so key in the analysis of the data.  It is also important to ask questions such as \""is this experiment statistically significant?\"".  So much research out there draws conclusions without ever discussing the significance of results  and so many decisions are made based on experiments and data that are not statistically significant. """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,6216,3577,19816,15/10/24 16:27:00,20005,Re: Not much comparison..., I have to say that as the tasks are written  I think the Television task requires the students to think more than the other two.  In Car weight and MPG and in Coke vs. Pepsi  the students are told exactly what to do in each step.  The television task  on the other hand  gives the data in a form that is not conducive to comparison and asks the students to compare the distributions.  To do this effectively  they need to decompose the dotplot into two dotplots or back-to-back dotplots.  And although Mr Jebson's students have both a higher mean and median of hours watching TV  Ms Lee's students have greater variability in their hours of watching TV.  The shapes of the distributions are also different:  the distribution Ms Lee's class appears to be skewed right while Mr Jebson's class appears to be reasonably symmetric.  None of this is obvious with the data displayed as given.   I do agree that the Coke vs. Pepsi task has the most potential for the entire investigative cycle  but it needs to be written in a way that the students design the experiment  analyze the results  and form their conclusions.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6822,Not much comparison...,4513,3704,6216,20005,15/11/02 05:54:28,21340,Re: Not much comparison..., I agree that Coke-Pepsi is the most thought-provoking one  but both of the other activities have the potential to be interesting and thought-provoking too. I see two ways in which activities could be modified - one is to leave the scenario fixed if it sounds engaging  and tweak the activity to be more complete. The TV one is a good example of that. The other way is to leave the activity part (more-or-less) fixed and tweak the scenario. So in my opinion the mpg example is a scenario rather divorced from many students' experience  but there would be a wealth of pairs of quantitative variables that students could measure  or access on the internet  and use to study regression lines. In another post I suggested things like the melting time of icecubes  or an example I have used in class several times is some pair of body measurements e.g. arm span and heightt.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6946,Improvement of Statistical Tasks,4622,4622,NULL,0,15/10/05 21:11:44,16606,Improvement of Statistical Tasks," Well  Old Faithful definitely was the best using the \Written Statistics Task Guide.\""    The students make MANY of the decisions in this task even though the main question already has been posed by the teacher and the data set chosen.  I especially like that the students choose the graphical display  but then the displays of all of the groups are interpreted.  What if everyone chooses the same?  (I think it would be great for at least choose one graphical display that DOESN'T provide much insight and discuss why it doesn't.)  It would be improved by giving the students MORE choice in the \""Pose\"" and \""Collect\"" phases.  Do students even care about Old Faithful wait times  or is there another topic in which they have more interest?  Ask the STUDENTS ideas about how data could be collected and decide as a class the best method.  Why TELL them to do a random sampling?  They might come up with it on their own.   SO MUCH depends on the group of students.  This task at least can get a teacher's mind going on how to BEGIN planning a great statistical task. :) """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6946,Improvement of Statistical Tasks,4622,954,4622,16606,15/10/10 16:25:15,17641,Re: Improvement of Statistical Tasks, I agree with you. Students learn best if the information relates to them. Allow them to choose some of their own topics to research.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6949,error message,5704,5704,NULL,0,15/10/05 21:34:31,16613,error message," When I tried to do part 2: respond to a question  I got the error message \Sorry but you do not currently have permissions to do that (manage a lesson activity).   """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6949,error message,5704,3948,5704,16613,15/10/05 22:05:48,16618,Re: error message, I received a 'Page not found' by Yahoo.   
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6949,error message,5704,4973,5704,16613,15/10/06 01:18:38,16685,Re: error message," Hello Marion! Good to see a familiar face here!  I got the same error message. <span style=\line-height: 1.42857;\"">Then when I refreshed the page I was able to try again. </span><span style=\""line-height: 1.42857;\"">I then received what I believe to be the options for both Middle School and High School however I had not been able to read through some of these investigations. I only received 50% on the \""test\"" which I am a bit frustrated with. I will find comfort in the fact that it was 100% of the ones that I would have read  I suppose.</span>    """
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6949,error message,5704,21,5704,16613,15/10/06 10:52:48,16764,Re: error message, Thank you all for letting us know. We have the technical team taking a look at this page for us.  We expect to have it resolved soon. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,6949,error message,5704,21,21,16764,15/10/06 11:27:46,16771,Re: error message, This should be resolved now.  Please let us know if you run into any additional difficulty. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,7008,Hands-on Activity,4409,4409,NULL,0,15/10/06 06:02:53,16756,Hands-on Activity, My colleagues have commented on the Pepsi versus Coke activity. I also commented in there but liked to expand the concept further. When students are involved in an activity  they make it there own and really would make it worth their while. Hence when they actually made the data happen  being instrumental in not only choosing which brand to anonymously be named and tasted  to collating the results  the students learn how to make data collection impartial  objective and representative. Also  they see the process of good data collection by the randomness it was done  such that whatever result would really represent a preference for a brand without any prior bias.   So  the students learn to collect and collate data and results in as objective and unbiased manner  such that results are untainted and would truly represent a true preference and not a directed preference through a prior bias. Though it would take a lot of time  yet the lessons learned on how data is done and collected and collated was worth its while in the lesson it has rendered. 
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,7008,Hands-on Activity,4409,3776,4409,16756,15/10/13 04:20:38,18193,Re: Hands-on Activity, I agree with this. I think this experience is a good way to get students involved in the Statistical process. One thing that I think would help make this task even more meaningful is if students became involved in pondering about how to answer questions like the Coke/Pepsi one without introducing bias to their results. Thus instead of giving the students this pretty-well designed experiment  you can help them get to the point where they recognize why the blinding of study participants is important  etc. That is really my only critique of this task. I think it funnels the students into one way of approaching this statistical question. It is important that they understand why they are doing the things they are doing. One thing that may help would be to open it up to them to decide how best to figure out which soda is more preferred.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,7008,Hands-on Activity,4409,3704,3776,18193,15/11/02 03:54:28,21328,Re: Hands-on Activity, I agree with Shawn here  if there was time in the class it would be great to get ideas form the students of how to design the Coke-Pepsi experiment ... even if you do funnel them into a well-designed one at the end of the day to get the data in! I have done a similar exercise in class in the past with designing an experiment to test one student's claim that thhey can tell the difference between Coke and Pepsi.  
9, Teaching Statistics Through Data Investigations - Fall 2015,126,Investigate: Analyze Tasks ,7008,Hands-on Activity,4409,4656,3704,21328,15/11/11 15:32:06,22610,Re: Hands-on Activity, I  too  found the Coke-Pepsi activity the most engaging  but would add time into class to have students choose which products we'll test and design the study to minimize bias. I often start my unit on sampling methods and design with my seniors by having them design both a survey and an experiment to choose our school's favorite potato chip. Each year we end up with completely different designs! To add even further to student-design with this activity  I'm interested in having them design and conduct the experiment well  then have them go back and design the experiment more poorly with given motivations. For example  if I work for Coke  how might I conduct the experiment so that we'll always prefer Coke?  
